idx,s_id,city,enrollment,graderange,gsrating,lat,lon,parentrating,phone,school_name,school_type,website
11448,5af749d918e4261b6296d5b8,Vallejo,NA,K-12,NA,38.14404,-122.24458,3,(707) 333-3172,Mosaic Christian School,private,
11449,5af749d918e4261b6296d5b9,Vallejo,302,K-12,NA,38.11466,-122.228485,4,(707) 644-5284,North Hills Christian School,private,http://www.north-hills.org/
11450,5af749d918e4261b6296d5ba,Vallejo,NA,K-12,NA,38.103775,-122.24106,3,(707) 644-0447,Reignierd School,private,
11451,5af749d918e4261b6296d5bb,Vallejo,662,6-8,2,38.15415,-122.24077,3,(707) 556-8600,Solano Middle School,public,http://soms-vcusd-ca.schoolloop.com/
11452,5af749d918e4261b6296d5bc,Vallejo,NA,1-11,NA,38.117367,-122.24332,3,(707) 649-2152,Son Valley Academy,private,
11453,5af749d918e4261b6296d5bd,Vallejo,NA,K-3,NA,38.129364,-122.23976,3,(707) 557-1101,Special Touch Homeschool,private,
11454,5af749d918e4261b6296d5be,Vallejo,NA,PK-1,NA,38.11379,-122.24302,3,(707) 557-1102,Special Touch Learning Academy,private,
11455,5af749d918e4261b6296d5bf,Vallejo,222,PK-8,NA,38.10485,-122.25864,4,(707) 642-4311,St Vincent Ferrer School,private,
11456,5af749d918e4261b6296d5c0,Vallejo,246,K-8,NA,38.113827,-122.23706,4,(707) 642-7629,St. Basil's,private,
11457,5af749d918e4261b6296d5c1,Vallejo,NA,K-8,NA,38.108753,-122.20356,5,(707) 643-6691,St. Catherine Of Siena School,private,http://www.scstars.net/
11458,5af749d918e4261b6296d5c2,Vallejo,509,9-12,NA,38.08689,-122.20256,4,(707) 644-4425,St. Patrick-St. Vincent High School,private,www.spsv.org
11459,5af749d918e4261b6296d5c3,Vallejo,160,PK-12,NA,38.127,-122.25194,5,(707) 643-4283,Starting Gate School,private,http://www.startinggateschool.com/
11460,5af749d918e4261b6296d5c4,Vallejo,668,K-5,2,38.101025,-122.22403,5,(707) 556-8640,Steffan Manor Elementary School,public,www.steffanmanor.com
11461,5af749d918e4261b6296d5c5,Vallejo,NA,8-12,NA,38.0952,-122.1909,5,(707) 554-8382,The Beal Academy,private,
11462,5af749d918e4261b6296d5c6,Vallejo,NA,n/a,NA,38.15141,-122.24442,5,(707) 643-9800,UHS School - Vallejo,private,
11463,5af749d918e4261b6296d5c7,Vallejo,NA,7-12,NA,38.072594,-122.20317,5,(707) 649-0665,Vallejo Center for Learning,private,
11464,5af749d918e4261b6296d5c8,Vallejo,500,K-8,5,38.119267,-122.25149,4,(707) 556-8620,Vallejo Charter School,charter,www.vallejo.k12.ca.us
11465,5af749d918e4261b6296d5c9,Vallejo,39,7-12,NA,38.11222,-122.26134,5,(707) 649-3909,Vallejo Education Academy,public,
11466,5af749d918e4261b6296d5ca,Vallejo,2000,9-12,2,38.11364,-122.24473,3,(707) 556-1700,Vallejo High School,public,http://vhs-vcusd-ca.schoolloop.com
11467,5af749d918e4261b6296d5cb,Ventura,337,K-5,5,34.284706,-119.1602,4,(805) 672-2701,Academy Of Technology & Leadership At Saticoy,public,www.venturausd.org/saticoy.htm
11468,5af749d918e4261b6296d5cc,Ventura,865,6-8,4,34.27207,-119.24743,4,(805) 289-7900,Anacapa Middle School,public,http://www.venturausd.org/anacapa.htm
11469,5af749d918e4261b6296d5cd,Ventura,1218,6-8,6,34.275757,-119.20848,4,(805) 289-1800,Balboa Middle School,public,www.venturausd.org/balboa.htm
11470,5af749d918e4261b6296d5ce,Ventura,403,K-8,3,34.26566,-119.25435,4,(805) 289-1817,Blanche Reynolds Elementary School,public,www.venturausd.org/breynolds.htm
11471,5af749d918e4261b6296d5cf,Ventura,1977,9-12,6,34.27753,-119.21716,4,(805) 289-1826,Buena High School,public,www.venturausd.org/buena.htm
11472,5af749d918e4261b6296d5d0,Ventura,NA,9-12,NA,34.27753,-119.21716,5,(805) 289-1825,Buena Vista High School,public,
11473,5af749d918e4261b6296d5d1,Ventura,930,6-8,8,34.27794,-119.27976,4,(805) 641-5155,Cabrillo Middle School,public,www.venturausd.org/cabrillo.htm
11474,5af749d918e4261b6296d5d2,Ventura,NA,7-12,NA,34.251595,-119.22524,4,(805) 650-0607,Calwest Learning Center,private,
11475,5af749d918e4261b6296d5d3,Ventura,32,PK-6,NA,34.278374,-119.160484,5,(805) 647-5437,Children R Us,private,www.childrenrus.org
11476,5af749d918e4261b6296d5d4,Ventura,32,K-1,NA,34.27838,-119.16047,5,(805) 647-5437,Children R Us School,private,
11477,5af749d918e4261b6296d5d5,Ventura,575,K-5,6,34.277054,-119.17168,5,(805) 672-0220,Citrus Glen Elementary School,public,www.venturausd.org/citrusglen.htm
11478,5af749d918e4261b6296d5d6,Ventura,180,K-8,NA,34.26553,-119.20678,4,(805) 658-2900,City Christian School,private,www.citychristian.org
11479,5af749d918e4261b6296d5d7,Ventura,885,6-8,5,34.301632,-119.29241,4,(805) 641-5165,De Anza Academy Of Technology And The Arts,public,www.venturausd.org/deanza.htm
11480,5af749d918e4261b6296d5d8,Ventura,443,K-5,7,34.296696,-119.29648,4,(805) 641-5420,E. P. Foster Elementary School,public,www.venturausd.org/epfoster.htm
11481,5af749d918e4261b6296d5d9,Ventura,271,9-12,6,34.277367,-119.22675,5,(805) 289-7955,El Camino High School,public,www.venturausd.org/elcamino.htm
11482,5af749d918e4261b6296d5da,Ventura,557,K-5,4,34.272594,-119.22572,4,(805) 289-1860,Elmhurst Elementary School,public,www.venturausd.org/elmhurst.htm
11483,5af749d918e4261b6296d5db,Ventura,1038,9-12,10,34.278023,-119.22678,4,(805) 289-0023,Foothill Technology High School,public,www.venturausd.org/foothill.htm
11484,5af749d918e4261b6296d5dc,Ventura,759,K-12,5,34.25174,-119.22482,4,(805) 642-3435,Golden Valley Charter School,charter,www.goldenvcs.org/
11485,5af749d918e4261b6296d5dd,Ventura,NA,K-12,NA,34.25198,-119.224594,5,(805) 642-3435,Golden Valley Virtual Charter School,charter,http://www.goldenvcs.org
11486,5af749d918e4261b6296d5de,Ventura,26,K-4,NA,34.281136,-119.28168,5,(805) 648-1437,"Goldenwest Montessori Schools, Inc.",private,
11487,5af749d918e4261b6296d5df,Ventura,151,PK-8,NA,34.281235,-119.29824,4,(805) 643-1500,Holy Cross School At San Buenaventura Mission,private,
11488,5af749d918e4261b6296d5e0,Ventura,40,K-8,NA,34.26566,-119.25435,5,(805) 289-1817,Homestead (Alternative) School,public,www.venturausd.org/homestead.htm
11489,5af749d918e4261b6296d5e1,Ventura,459,K-5,7,34.28037,-119.19019,5,(805) 672-0291,Juanamaria Elementary School,public,www.venturausd.org/juanamaria.htm
11490,5af749d918e4261b6296d5e2,Ventura,623,K-5,8,34.26807,-119.17397,5,(805) 672-2717,Junipero Serra Elementary School,public,www.venturausd.org/juniperoserra.htm
11491,5af749d918e4261b6296d5e3,Ventura,284,K-5,4,34.279613,-119.28384,5,(805) 641-5438,Lincoln Elementary School,public,www.venturausd.org/lincoln.htm
11492,5af749d918e4261b6296d5e4,Ventura,386,K-5,6,34.27836,-119.25029,5,(805) 641-5443,Loma Vista Elementary School,public,www.venturausd.org/lomavista.htm
11493,5af749d918e4261b6296d5e5,Ventura,432,K-5,5,34.255672,-119.20769,3,(805) 289-1872,Montalvo Elementary School,public,www.venturausd.org/montalvo.htm
11494,5af749d918e4261b6296d5e6,Ventura,576,K-5,10,34.273174,-119.20794,4,(805) 289-1886,Mound Elementary School,public,www.venturausd.org/mound.htm
11495,5af749d918e4261b6296d5e7,Ventura,112,K-8,NA,34.26538,-119.25418,4,(805) 904-5931,Open Classroom,public,http://vusd.info/openclassroom/
11496,5af749d918e4261b6296d5e8,Ventura,259,K-8,NA,34.27372,-119.25271,4,(805) 642-7198,Our Lady Of The Assumption,private,
11497,5af749d918e4261b6296d5e9,Ventura,126,9-12,NA,34.26694,-119.24164,5,(805) 289-7950,Pacific High School,public,www.venturausd.org/pacific.htm
11498,5af749d918e4261b6296d5ea,Ventura,20,K-10,NA,34.254597,-119.23189,5,(805) 275-1075,Perches Academy,private,http://www.perchesacademy.org
11499,5af749d918e4261b6296d5eb,Ventura,268,K-5,8,34.25853,-119.27062,4,(805) 641-5470,Pierpont Elementary School,public,www.venturausd.org/pierpont.htm
11500,5af749d918e4261b6296d5ec,Ventura,490,K-5,7,34.28428,-119.2159,4,(805) 289-7971,Poinsettia Elementary School,public,www.venturausd.org/poinsettia.htm
11501,5af749d918e4261b6296d5ed,Ventura,619,K-5,9,34.26518,-119.20311,4,(805) 289-1734,Portola Elementary School,public,www.venturausd.org/portola.htm
11502,5af749d918e4261b6296d5ee,Ventura,221,K-8,NA,34.287018,-119.159805,4,(805) 647-6174,Sacred Heart Elementary School,private,
11503,5af749d918e4261b6296d5ef,Ventura,534,9-12,NA,34.273144,-119.25397,3,(805) 648-6836,Saint Bonaventure High School,private,http://www.saintbonaventure.com/
11504,5af749d918e4261b6296d5f0,Ventura,519,K-5,4,34.289333,-119.30442,4,(805) 641-5491,Sheridan Way Elementary School,public,www.venturausd.org/sheridan.htm
11505,5af749d918e4261b6296d5f1,Ventura,50,K-12,NA,34.280884,-119.28316,4,(805) 648-1739,Solimar Academy,private,
11506,5af749d918e4261b6296d5f2,Ventura,156,K-12,NA,34.293945,-119.159775,5,(805) 672-0411,St. Augustine Academy,private,
11507,5af749d918e4261b6296d5f3,Ventura,NA,K-2,NA,34.275738,-119.25222,5,(805) 648-5650,St. Paul's Episcopal Church,private,
11508,5af749d918e4261b6296d5f4,Ventura,NA,K-12,NA,34.254814,-119.231476,5,(805) 275-1075,"The Perches Academy, Inc.",private,
11509,5af749d918e4261b6296d5f5,Ventura,NA,n/a,NA,34.256153,-119.21917,5,(805) 289-7925,Ventura Adult Education,public,http://www.venturausd.org/vace.htm
11510,5af749d918e4261b6296d5f6,Ventura,436,K-8,7,34.301632,-119.29241,4,(805) 648-5503,Ventura Charter School Of Arts And Global Education,charter,www.venturacharterschool.org
11511,5af749d918e4261b6296d5f7,Ventura,17,K-12,NA,34.292526,-119.297066,4,(805) 643-3387,Ventura Christian Academy,private,
11512,5af749d918e4261b6296d5f8,Ventura,51,K-12,NA,34.278355,-119.275795,3,(805) 641-0187,Ventura County Christian School,private,http://www.vccschool.com/
11513,5af749d918e4261b6296d5f9,Ventura,2191,9-12,6,34.2778,-119.26896,3,(805) 641-5116,Ventura High School,public,www.venturausd.org/ventura.htm
11514,5af749d918e4261b6296d5fa,Ventura,NA,9-12,NA,34.2778,-119.26896,3,(805) 641-5116,Ventura Islands High School,public,
11515,5af749d918e4261b6296d5fb,Ventura,385,K-8,NA,34.28997,-119.19854,4,(805) 644-9515,Ventura Missionary Christian,private,
11516,5af749d918e4261b6296d5fc,Ventura,37,PK-1,NA,34.27752,-119.22389,5,(805) 642-9567,Ventura Montessori School,private,http://www.venturamontessori.com
11517,5af749d918e4261b6296d5fd,Ventura,NA,1-12,NA,34.297916,-119.164276,5,(805) 647-7775,Wells Road Baptist School,private,
11518,5af749d918e4261b6296d5fe,Ventura,503,K-5,4,34.27063,-119.26364,4,(805) 641-5496,Will Rogers Elementary School,public,www.venturausd.org/willrogers.htm
11519,5af749da18e4261b6296d5ff,Victorville,NA,K-3,NA,34.510162,-117.327,4,(760) 243-5800,Abc123 Christian Academy,private,
11520,5af749da18e4261b6296d600,Victorville,NA,K-6,NA,34.521927,-117.29966,4,(760) 245-7961,Academy Of Performing Arts And Foreign Language,public,http://www.vesd.net
11521,5af749da18e4261b6296d601,Victorville,NA,K-12,NA,34.576126,-117.367195,4,(760) 230-4744,Adelanto Charter Academy,charter,http://www.cde.ca.gov/re/sd/details.asp?cds=36675870120501&Public=Y
11522,5af749da18e4261b6296d602,Victorville,NA,1-12,NA,34.51403,-117.36324,4,(760) 245-6113,Aspen Christian,private,
11523,5af749da18e4261b6296d603,Victorville,NA,K-12,NA,34.4859,-117.3715,4,(760) 245-6113,Aspen Christian School,private,
11524,5af749da18e4261b6296d604,Victorville,NA,K-1,NA,34.503635,-117.34303,3,(760) 241-7800,Bonanza Preschool & Kindergarten,private,http://bonanzapreschool.net/
11525,5af749da18e4261b6296d605,Victorville,NA,1-12,NA,34.519,-117.3581,3,(760) 243-2645,Brentwood Christian,private,
11526,5af749da18e4261b6296d606,Victorville,896,K-6,2,34.521957,-117.35858,4,(760) 243-2301,Brentwood Elementary School,public,www.vesd.net
11527,5af749da18e4261b6296d607,Victorville,80,K-12,NA,34.472572,-117.28219,4,(760) 241-8386,"Bright Futures Academy, Victorville",private,
11528,5af749da18e4261b6296d608,Victorville,1005,K-6,3,34.541817,-117.34088,4,(760) 843-6866,Challenger School Of Sports And Fitness,public,www.vesd.net
11529,5af749da18e4261b6296d609,Victorville,746,7-12,6,34.500896,-117.37303,3,(760) 955-2530,Cobalt Institute Of Math And Science Academy,public,www.vvuhsd.org/cms
11530,5af749da18e4261b6296d60a,Victorville,634,K-6,2,34.53046,-117.30865,3,(760) 245-7941,Del Rey Elementary School,public,www.vesd.net
11531,5af749da18e4261b6296d60b,Victorville,NA,2-12,NA,34.5358,-117.28323,3,(760) 843-5940,Desert Mountain Community Day School,public,
11532,5af749da18e4261b6296d60c,Victorville,932,K-6,6,34.491173,-117.36429,4,(760) 843-3577,Discovery School Of The Arts,public,www.vesd.net
11533,5af749da18e4261b6296d60d,Victorville,733,K-6,9,34.476395,-117.27726,4,(760) 843-7303,Endeavour School Of Exploration,public,www.vesd.net
11534,5af749da18e4261b6296d60e,Victorville,2012,7-12,3,34.473244,-117.26751,5,(760) 245-4262,Excelsior Charter School,charter,
11535,5af749da18e4261b6296d60f,Victorville,459,K-6,7,34.478245,-117.2924,4,(760) 241-1753,Galileo Academy 101,public,www.vesd.net
11536,5af749da18e4261b6296d610,Victorville,NA,1-12,NA,34.46454,-117.36322,5,(760) 949-8979,"Gate Christian School, The",private,
11537,5af749da18e4261b6296d611,Victorville,NA,1-12,NA,34.5105,-117.3655,5,(760) 951-7964,Gate Way Chapel Christian Academy,private,
11538,5af749da18e4261b6296d612,Victorville,186,9-12,NA,34.514015,-117.36138,4,(760) 955-3201,Goodwill High School,public,
11539,5af749da18e4261b6296d613,Victorville,NA,7-12,NA,34.529007,-117.30843,4,(760) 955-3200,Goodwill Success Program,public,
11540,5af749da18e4261b6296d614,Victorville,686,K-6,1,34.50548,-117.28754,3,(760) 955-7600,Green Tree East Elementary School,public,www.vesd.net
11541,5af749da18e4261b6296d615,Victorville,635,K-7,NA,34.541977,-117.376434,3,(760) 246-8691,Gus Franklin,public,www.aesd.net
11542,5af749da18e4261b6296d616,Victorville,426,K-6,1,34.46201,-117.38634,4,(760) 947-3484,Hollyvale Elementary School,public,http://www.hesperia.org/holly
11543,5af749da18e4261b6296d617,Victorville,830,7-8,1,34.521404,-117.33678,3,(760) 955-3360,Imogene Garner Hook Junior High School,public,http://vvuhsd.org
11544,5af749da18e4261b6296d618,Victorville,777,K-6,2,34.528893,-117.31447,3,(760) 245-7961,Irwin Elementary School,public,www.vesd.net
11545,5af749da18e4261b6296d619,Victorville,212,K,NA,34.474583,-117.276665,4,(760) 245-8680,Lakeside Academy,private,http://lakesideacademy.com/
11546,5af749da18e4261b6296d61a,Victorville,NA,K-12,NA,34.4568,-117.379234,4,(760) 949-7212,Lakeview Christian School,private,
11547,5af749da18e4261b6296d61b,Victorville,728,7-8,2,34.478,-117.27286,3,(760) 955-3400,Lakeview Middle School,public,www.vvuhsd.org
11548,5af749da18e4261b6296d61c,Victorville,836,K-6,2,34.48497,-117.36437,3,(760) 241-1520,Liberty Elementary School,public,www.vesd.net
11549,5af749da18e4261b6296d61d,Victorville,791,K-6,2,34.48034,-117.2949,4,(760) 243-2012,Lomitas Elementary School,public,www.vesd.net
11550,5af749da18e4261b6296d61e,Victorville,846,7-8,1,34.486732,-117.39059,4,(760) 246-6363,Mesa Linda Middle School,public,www.aesd.net
11551,5af749da18e4261b6296d61f,Victorville,NA,K-12,NA,34.472572,-117.28219,1,(760) 241-8386,Mojave Ridge Academy,private,
11552,5af749da18e4261b6296d620,Victorville,1500,K-12,NA,34.521187,-117.30407,4,(760) 245-7260,Mojave River Academy,charter,http://www.mojaveriver.net
11553,5af749da18e4261b6296d621,Victorville,975,K-6,2,34.47993,-117.31229,4,(760) 241-2474,Mojave Vista Elementary School,public,www.vesd.net
11554,5af749da18e4261b6296d622,Victorville,931,K-6,2,34.491386,-117.39064,4,(760) 956-9006,Morgan/Kincaid Preparatory School Of Integrated Studies,public,www.aesd.net
11555,5af749da18e4261b6296d623,Victorville,177,K-6,8,34.48497,-117.36437,5,(760) 843-3303,Mountain View Montessori Charter School,charter,www.vesd.net
11556,5af749da18e4261b6296d624,Victorville,2373,7-12,1,34.4712,-117.3371,5,(626) 685-9300,Options For Youth-Victorville Charter School,charter,
11557,5af749da18e4261b6296d625,Victorville,799,K-6,2,34.494267,-117.33873,4,(760) 241-7731,Park View Elementary School,public,www.vesd.net
11558,5af749da18e4261b6296d626,Victorville,NA,K-12,NA,34.4771,-117.3714,4,(760) 951-2099,Performance Academy,private,
11559,5af749da18e4261b6296d627,Victorville,593,K-6,1,34.544712,-117.31565,4,(760) 243-2028,Puesta Del Sol Elementary School,public,www.vesd.net
11560,5af749da18e4261b6296d628,Victorville,2144,9-12,2,34.503975,-117.37312,3,(760) 955-3353,Silverado High School,public,http://shs.vvuhsd.org/
11561,5af749da18e4261b6296d629,Victorville,251,K-6,9,34.534325,-117.29725,4,(760) 241-0962,Sixth Street Prep School,charter,www.vesd.net
11562,5af749da18e4261b6296d62a,Victorville,1109,7-12,10,34.53199,-117.29535,4,(760) 243-5940,University Preparatory School,public,www.vvuhsd.k12.ca.us/ups
11563,5af749da18e4261b6296d62b,Victorville,NA,K-12,NA,34.48665,-117.33109,4,(760) 241-8827,Victor Christian Home Studies,private,
11564,5af749da18e4261b6296d62c,Victorville,338,K-12,NA,34.485817,-117.33106,4,(760) 241-8827,Victor Valley Christian Elementary School,private,http://vvcs.org
11565,5af749da18e4261b6296d62d,Victorville,NA,7-12,NA,34.485817,-117.33106,4,(760) 241-8827,Victor Valley Christian High School,private,
11566,5af749da18e4261b6296d62e,Victorville,2013,9-12,3,34.52906,-117.30387,3,(760) 955-3300,Victor Valley High School,public,www.vvuhsd.org
11567,5af749da18e4261b6296d62f,Victorville,18,K-8,NA,34.512035,-117.28878,5,(760) 243-4176,Victor Valley Sda,private,
11568,5af749da18e4261b6296d630,Victorville,894,K-6,1,34.52834,-117.34215,3,(760) 243-1160,Village Elementary School,public,www.vesd.net
11569,5af749da18e4261b6296d631,Victorville,765,K-5,2,34.4953,-117.4027,4,(760) 662-5650,Vista Verde Elementary School,public,www.snowlineschools.com
11570,5af749da18e4261b6296d632,Victorville,595,K-6,1,34.5391,-117.3729,4,(760) 951-3628,West Creek Elementary School,public,www.aesd.net
11571,5af749da18e4261b6296d633,Victorville,730,K-6,6,34.5068,-117.3427,4,(760) 245-3525,West Palms Conservatory School,public,www.vesd.net
11572,5af749da18e4261b6296d634,Victorville,108,K-6,NA,34.529797,-117.33626,4,(760) 243-3074,Zion Lutheran School And Preschool,private,
11573,5af749da18e4261b6296d635,Villa Park,1028,7-8,6,33.82039,-117.81899,4,(714) 997-6251,Cerro Villa Middle School,public,www.orangeusd.k12.ca.us/schools/middle/cerrovilla/index.asp
11574,5af749da18e4261b6296d636,Villa Park,572,K-6,7,33.821278,-117.82358,4,(714) 997-6275,Serrano Elementary School,public,www.orangeusd.k12.ca.us/schools/elementary/serrano/index.asp
11575,5af749da18e4261b6296d637,Villa Park,645,K-6,10,33.808475,-117.8133,4,(714) 997-6281,Villa Park Elementary School,public,www.orangeusd.k12.ca.us/schools/elementary/villapark/index.asp
11576,5af749da18e4261b6296d638,Villa Park,2475,9-12,7,33.81609,-117.81782,3,(714) 532-8020,Villa Park High School,public,www.orangeusd.k12.ca.us/schools/high/villapark/index.asp
11577,5af749db18e4261b6296d639,Visalia,730,K-6,4,36.311253,-119.27069,3,(559) 622-3195,Annie R. Mitchell School,public,www.vusd.org
11578,5af749db18e4261b6296d63a,Visalia,218,K-12,4,36.291645,-119.312965,3,(559) 713-1324,California Connections Academy at Central,charter,http://www.connectionsacademy.com/california-online-school/about/central
11579,5af749db18e4261b6296d63b,Visalia,857,PK-12,NA,36.321987,-119.35278,3,(559) 734-2684,Central Valley Christian School,private,www.cvc.org
11580,5af749db18e4261b6296d63c,Visalia,75,7-12,NA,36.298363,-119.42015,4,(559) 730-7491,Charter Alternatives Academy,charter,www.vusd.org
11581,5af749db18e4261b6296d63d,Visalia,100,K-8,4,36.31966,-119.2938,5,(559) 622-3273,Charter Home School Academy,charter,http://www.vusd.org/CharterAcademy.cfm
11582,5af749db18e4261b6296d63e,Visalia,434,K-6,5,36.32305,-119.30318,5,(559) 730-7751,Conyer Elementary School,public,www.vusd.org
11583,5af749db18e4261b6296d63f,Visalia,689,K-6,5,36.29274,-119.32585,4,(559) 735-3539,Cottonwood Creek Elementary School,public,www.vusd.org
11584,5af749db18e4261b6296d640,Visalia,650,K-12,NA,36.329872,-119.2951,4,(559) 970-5894,Crescent Valley Public Charter School,charter,
11585,5af749db18e4261b6296d641,Visalia,633,K-6,5,36.305588,-119.32383,4,(559) 730-7754,Crestwood Elementary School,public,www.vusd.org
11586,5af749db18e4261b6296d642,Visalia,620,K-6,4,36.349564,-119.29109,4,(559) 730-7758,Crowley Elementary School,public,www.vusd.org
11587,5af749db18e4261b6296d643,Visalia,926,7-8,5,36.319256,-119.30872,3,(559) 730-7661,Divisadero Middle School,public,www.vusd.org
11588,5af749db18e4261b6296d644,Visalia,1927,9-12,7,36.30547,-119.3465,4,(559) 735-3501,El Diamante High School,public,www.vusd.org
11589,5af749db18e4261b6296d645,Visalia,493,K-6,5,36.384167,-119.26541,4,(559) 730-7766,Elbow Creek Elementary School,public,www.vusd.org
11590,5af749db18e4261b6296d646,Visalia,286,K-12,4,36.360256,-119.17132,5,(559) 592-9160,Eleanor Roosevelt Community Learning Center,charter,www.erclc.org
11591,5af749db18e4261b6296d647,Visalia,NA,K-12,NA,36.321762,-119.32533,5,(559) 303-9644,Elka Jeer Aljo Meca School For Expectional Children,private,
11592,5af749db18e4261b6296d648,Visalia,NA,1-12,NA,36.352463,-119.24119,5,(559) 798-0789,Emmanuel Christian Academy,private,
11593,5af749db18e4261b6296d649,Visalia,NA,"1-4, 6-8",NA,36.3303,-119.2911,5,(559) 627-6545,Emmanuel Christian Academy,private,
11594,5af749db18e4261b6296d64a,Visalia,564,K-6,3,36.353508,-119.30272,4,(559) 730-7768,Fairview Elementary School,public,www.vusd.org
11595,5af749db18e4261b6296d64b,Visalia,669,K-6,3,36.34597,-119.28306,4,(559) 622-3115,Four Creeks Elementary School,public,www.vusd.org
11596,5af749db18e4261b6296d64c,Visalia,182,K-8,NA,36.33535,-119.29123,4,(559) 732-5831,George Mccann,private,http://gmccatholicschool.org/
11597,5af749db18e4261b6296d64d,Visalia,558,K-6,3,36.34198,-119.26091,4,(559) 730-7851,Golden Oak Elementary School,public,www.vusd.org
11598,5af749db18e4261b6296d64e,Visalia,1640,9-12,5,36.313423,-119.2517,4,(559) 730-7814,Golden West High School,public,http://www.vusd.org
11599,5af749db18e4261b6296d64f,Visalia,701,K-6,2,36.348927,-119.42875,5,(559) 730-7847,Goshen Elementary School,public,www.vusd.org
11600,5af749db18e4261b6296d650,Visalia,NA,2-12,NA,36.359516,-119.322426,5,(559) 741-9632,Grace Christian Academy,private,
11601,5af749db18e4261b6296d651,Visalia,134,K-6,NA,36.320904,-119.301575,4,(559) 734-7694,Grace Christian School,private,http://www.gracechristianvisalia.org/
11602,5af749db18e4261b6296d652,Visalia,1047,7-8,6,36.339046,-119.31568,4,(559) 730-7671,Green Acres Middle School,public,www.vusd.org
11603,5af749db18e4261b6296d653,Visalia,578,K-6,3,36.335693,-119.30118,3,(559) 730-7769,Highland Elementary School,public,www.vusd.org
11604,5af749db18e4261b6296d654,Visalia,548,K-6,2,36.34092,-119.30441,3,(559) 730-7772,Houston Elementary School,public,www.vusd.org
11605,5af749db18e4261b6296d655,Visalia,627,K-6,8,36.334614,-119.3646,4,(559) 730-7905,Hurley Elementary School,public,www.vusd.org
11606,5af749db18e4261b6296d656,Visalia,1065,7-8,6,36.303658,-119.34081,3,(559) 730-7921,La Joya Middle School,public,www.vusd.org
11607,5af749db18e4261b6296d657,Visalia,243,7-12,NA,36.340954,-119.27361,4,(559) 733-6963,La Sierra High School,charter,www.tcoe.org/see/lasierrahs.shtm
11608,5af749db18e4261b6296d658,Visalia,672,K-6,7,36.302895,-119.34064,4,(559) 730-7776,Linwood Elementary School,public,www.vusd.org
11609,5af749db18e4261b6296d659,Visalia,798,K-6,7,36.34861,-119.3278,5,(559) 622-3199,Manuel F. Hernandez School,public,www.vusd.org
11610,5af749db18e4261b6296d65a,Visalia,689,K-6,5,36.32545,-119.25616,4,(559) 730-7779,Mineral King Elementary School,public,www.vusd.org
11611,5af749db18e4261b6296d65b,Visalia,608,K-6,5,36.312653,-119.29482,4,(559) 730-7783,Mountain View Elementary School,public,www.vusd.org
11612,5af749db18e4261b6296d65c,Visalia,1577,9-12,6,36.322212,-119.29847,4,(559) 730-7602,Mt. Whitney High School,public,www.vusd.org
11613,5af749db18e4261b6296d65d,Visalia,794,K-8,9,36.349064,-119.34183,5,(559) 622-3105,Oak Grove Elementary School,public,www.vusd.org
11614,5af749db18e4261b6296d65e,Visalia,NA,1-12,NA,36.3522,-119.3532,5,(559) 280-1206,Oak Haven Christian Academy,private,
11615,5af749db18e4261b6296d65f,Visalia,99,K-8,2,36.26381,-119.20702,5,(559) 747-0710,Outside Creek Elementary School,public,http://www.tcoe.org/Districts/OutsideCreek.shtm
11616,5af749db18e4261b6296d660,Visalia,489,K-6,5,36.32099,-119.26784,4,(559) 730-7853,Pinkham Elementary School,public,www.vusd.org
11617,5af749db18e4261b6296d661,Visalia,2008,9-12,7,36.32947,-119.30217,4,(559) 730-7701,Redwood High School,public,http://www.vusd.org/Redwood.cfm
11618,5af749db18e4261b6296d662,Visalia,102,K-12,NA,36.343636,-119.26096,1,(559) 730-7761,River Bend School,public,www.vusd.org
11619,5af749db18e4261b6296d663,Visalia,540,K-6,4,36.319088,-119.32115,4,(559) 730-7787,Royal Oaks Elementary School,public,www.vusd.org
11620,5af749db18e4261b6296d664,Visalia,NA,"K-5, 7-9",NA,36.30045,-119.34055,4,(559) 625-1673,Sequoia Baptist Academy,private,
11621,5af749db18e4261b6296d665,Visalia,283,9-12,NA,36.337833,-119.3143,5,(559) 730-7649,Sequoia High School,public,www.vusd.org
11622,5af749db18e4261b6296d666,Visalia,676,K-6,NA,36.36158,-119.31932,5,(559) 622-3258,Shannon Ranch Elementary School,public,
11623,5af749db18e4261b6296d667,Visalia,974,K-12,NA,36.328056,-119.31909,5,(559) 730-2910,Special Education School,public,www.tcoe.org/special/index.shtm
11624,5af749db18e4261b6296d668,Visalia,351,K-8,NA,36.34109,-119.35916,4,(559) 739-1619,St. Paul's School,private,www.spsvisalia.com
11625,5af749db18e4261b6296d669,Visalia,151,K-8,1,36.48408,-119.22686,4,(559) 528-4455,Stone Corral Elementary School,public,
11626,5af749db18e4261b6296d66a,Visalia,96,7-12,NA,36.328056,-119.31909,4,(559) 651-2904,Tulare County Community School,public,www.tcoe.org
11627,5af749db18e4261b6296d66b,Visalia,240,9-12,7,36.322964,-119.31413,3,(559) 730-2529,University Preparatory High School,charter,www.tcoe.org/uphs/index.shtm
11628,5af749db18e4261b6296d66c,Visalia,601,K-12,NA,36.312096,-119.33236,3,(559) 625-8527,Valley Life Charter School,charter,www.vlcs.org
